Product Name,Description,URL,Page Number,Cleaned Description
Auto Author Assign,Assign author to pull requests when the pull requests are opened,https://github.com/marketplace/actions/auto-author-assign,38,assign author pull request pull request opened
get-cmake,"Installs CMake and Ninja, and caches them on cloud based GitHub cache, and/or on the local GitHub runner cache",https://github.com/marketplace/actions/get-cmake,39,installs cmake ninja cache cloud based github cache andor local github runner cache
Run Lighthouse CI on Shopify theme,Run Lighthouse CI on Shopify themes directly from GitHub,https://github.com/marketplace/actions/run-lighthouse-ci-on-shopify-theme,39,run lighthouse ci shopify theme directly github
Copybara Action 2,Transform and move code between repositories. Start with ZERO config and 100% customizable,https://github.com/marketplace/actions/copybara-action-2,39,transform move code repository start zero config customizable
Monorepo Split,Split monorepo packages to many repositories,https://github.com/marketplace/actions/monorepo-split,39,split monorepo package many repository
Netlify Deploy,Netlify Deploy,https://github.com/marketplace/actions/netlify-deploy,39,netlify deploy
Copycat Action,GitHub Action for copying files to other repositories,https://github.com/marketplace/actions/copycat-action,39,github action copying file repository
UseIrregular,Regular Expressions Made Strangle Simple,https://github.com/marketplace/actions/useirregular,39,regular expression made strangle simple
MZAP Env,Multiple target ZAP Scanning,https://github.com/marketplace/actions/mzap-env,39,multiple target zap scanning
actions-k3s,Start k3s cluster and run kubectl commands,https://github.com/marketplace/actions/actions-k3s,39,start k cluster run kubectl command
mirror-repository,"Automate mirroring of git commits to or from a remote repository, like GitLab, Bitbucket, or another GitHub repository",https://github.com/marketplace/actions/mirror-repository,39,automate mirroring git commits remote repository like gitlab bitbucket another github repository
Set up a Rust toolchain,Install a specific Rust toolchain and add it to the PATH,https://github.com/marketplace/actions/set-up-a-rust-toolchain,39,install specific rust toolchain add path
Purge artifacts,Automatically delete artifacts,https://github.com/marketplace/actions/purge-artifacts,39,automatically delete artifact
Require Labels,Require labels to be added to a pull request before merging,https://github.com/marketplace/actions/require-labels,39,require label added pull request merging
Shakedown Smoke Tester,Simple smoke test framework for http applications,https://github.com/marketplace/actions/shakedown-smoke-tester,39,simple smoke test framework http application
PHPCS Code Review,This will run phpcs on PRs,https://github.com/marketplace/actions/phpcs-code-review,39,run phpcs pr
Magento 2 actions,Test Build Deploy M2 projects,https://github.com/marketplace/actions/magento-2-actions,39,test build deploy project
Tencent CloudBase Github Action,云开发 Github Action 可以支持将你的项目一键部署到云开发环境,https://github.com/marketplace/actions/tencent-cloudbase-github-action,39,github action
Setup Rust and Cargo,"Sets up Rust by installing a toolchain/components/targets with rustup, and also Cargo by installing bins and caching core",https://github.com/marketplace/actions/setup-rust-and-cargo,39,set rust installing toolchaincomponentstargets rustup also cargo installing bin caching core
Build Flipper Application Package (.fap),"Provides a composite action to install ufbt, build and lint applications for Flipper Zero.",https://github.com/marketplace/actions/build-flipper-application-package-fap,39,provides composite action install ufbt build lint application flipper zero
Redis Server in GitHub Actions,Start a Redis server,https://github.com/marketplace/actions/redis-server-in-github-actions,39,start redis server
Setup just,Install the just command runner,https://github.com/marketplace/actions/setup-just,40,install command runner
Set Timezone,Sets timezone in your locale,https://github.com/marketplace/actions/set-timezone,40,set timezone locale
Push To Registry,Push a container image to an image registry,https://github.com/marketplace/actions/push-to-registry,40,push container image image registry
OpenTelemetry Export Trace,Exports Workflow Run Telemetry Trace over OLTP,https://github.com/marketplace/actions/opentelemetry-export-trace,40,export workflow run telemetry trace oltp
Run shellcheck with reviewdog,🐶 Run shellcheck with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-shellcheck-with-reviewdog,40,run shellcheck reviewdog pull request improve code review experience
Version Check,An action that allows you to check whether your npm package version has been updated,https://github.com/marketplace/actions/version-check,40,action allows check whether npm package version updated
Automatic Revert,Automatically revert a commit on /revert comment,https://github.com/marketplace/actions/automatic-revert,40,automatically revert commit revert comment
Puppeteer Headful,"A GitHub Action / Docker image for Puppeteer, the Headful Chrome Node API so you can test Chrome extensions",https://github.com/marketplace/actions/puppeteer-headful,40,github action docker image puppeteer headful chrome node api test chrome extension
Setup Ballerina Language,Install Ballerina bal command,https://github.com/marketplace/actions/setup-ballerina-language,40,install ballerina bal command
Issue Bot Action,Automate your manual tasks with an issue bot,https://github.com/marketplace/actions/issue-bot-action,40,automate manual task issue bot
action-maven-publish,GitHub Action for automatically publishing Maven packages,https://github.com/marketplace/actions/action-maven-publish,40,github action automatically publishing maven package
Cached LFS checkout,Git checkout with LFS files from cache,https://github.com/marketplace/actions/cached-lfs-checkout,40,git checkout lf file cache
ESLint Annotate from Report JSON,Annotates pull request diffs with warnings and errors from an ESLint report JSON file,https://github.com/marketplace/actions/eslint-annotate-from-report-json,40,annotates pull request diffs warning error eslint report json file
kicad render pcb,"Render KiCad PCBs top, bottom optionally render and gif or mp4 of the PCB rotating",https://github.com/marketplace/actions/kicad-render-pcb,40,render kicad pcbs top bottom optionally render gif mp pcb rotating
Wait for commit statuses,Wait for commit statuses to be either successful or failed,https://github.com/marketplace/actions/wait-for-commit-statuses,40,wait commit status either successful failed
Fontship,A font development toolkit and collaborative work flow,https://github.com/marketplace/actions/fontship,40,font development toolkit collaborative work flow
SYSU Health Report,Automatic health report for SYSU,https://github.com/marketplace/actions/sysu-health-report,40,automatic health report sysu
Homebrew bump formula,Bump (update) a Homebrew formula on new project release,https://github.com/marketplace/actions/homebrew-bump-formula,40,bump update homebrew formula new project release
Xcodebuild Action,Runs xcodebuild e.g. to run tests,https://github.com/marketplace/actions/xcodebuild-action,40,run xcodebuild eg run test
Dotenv Action,Load variables from .env file,https://github.com/marketplace/actions/dotenv-action,40,load variable env file
Merge Gatekeeper,Get better merge control,https://github.com/marketplace/actions/merge-gatekeeper,41,get better merge control
Setup Godot Action,"Setup Godot for headless use with macOS, Windows, and Linux CI/CD runners",https://github.com/marketplace/actions/setup-godot-action,41,setup godot headless use macos window linux cicd runner
GS Commit Message Checker,Check the commit message against a regex pattern,https://github.com/marketplace/actions/gs-commit-message-checker,41,check commit message regex pattern
setup-minikube,test your app against real Kubernetes,https://github.com/marketplace/actions/setup-minikube,41,test app real kubernetes
Monorepo PR Repo Labeler,Monorepo PR Repo Labeler,https://github.com/marketplace/actions/monorepo-pr-repo-labeler,41,monorepo pr repo labeler
RuboCop Linter Action,A GitHub Action that lints your Ruby or Ruby on Rails code with RuboCop,https://github.com/marketplace/actions/rubocop-linter-action,41,github action lint ruby ruby rail code rubocop
OSKAR-phpstan,Use PHPStan via GithubAction,https://github.com/marketplace/actions/oskar-phpstan,41,use phpstan via githubaction
SLSA Build Provenance Action (Demo),A POC Demo Action to generate SLSA build provenance for an artifact,https://github.com/marketplace/actions/slsa-build-provenance-action-demo,41,poc demo action generate slsa build provenance artifact
coherent-swift,Measures cohesion in your Swift codebase,https://github.com/marketplace/actions/coherent-swift,41,measure cohesion swift codebase
Docker Scout,List vulnerabilities in images; find better base images and upload an image SBOM to Docker Scout,https://github.com/marketplace/actions/docker-scout,41,list vulnerability image find better base image upload image sbom docker scout
Jira Login,Log in to Jira Cloud instance,https://github.com/marketplace/actions/jira-login,41,log jira cloud instance
YAML Lint,Validate YAML syntax,https://github.com/marketplace/actions/yaml-lint,41,validate yaml syntax
Changelog Reader,Read and parse the CHANGELOG file of the project,https://github.com/marketplace/actions/changelog-reader,41,read parse changelog file project
C/C++ Linter,"Linting C/C++ code with clang-tidy or clang-format to give feedback as comments, PR reviews, and more",https://github.com/marketplace/actions/c-c-linter,41,linting cc code clangtidy clangformat give feedback comment pr review
Translate Readme Action,Translate the Readme to another language,https://github.com/marketplace/actions/translate-readme-action,41,translate readme another language
wiki-page-creator-action,Action to create a GitHub wiki page based on provided Markdown file,https://github.com/marketplace/actions/wiki-page-creator-action,41,action create github wiki page based provided markdown file
Export all secrets to env variables,Utility action that exports all github secrets to environment variables,https://github.com/marketplace/actions/export-all-secrets-to-env-variables,41,utility action export github secret environment variable
@dailydotdev/devcard,GitHub Action to download the devcard from daily.dev,https://github.com/marketplace/actions/dailydotdev-devcard,41,github action download devcard dailydev
@volta-cli/action,Setup a Node.js environment with Volta,https://github.com/marketplace/actions/volta-cli-action,41,setup nodejs environment volta
arm-none-eabi-gcc GNU Arm Embedded Toolchain,Install and set up the arm-none-eabi-gcc Arm compiler,https://github.com/marketplace/actions/arm-none-eabi-gcc-gnu-arm-embedded-toolchain,41,install set armnoneeabigcc arm compiler
Microsoft Teams Deploy Card,"Notify your Teams channel with a beautiful, comprehensive deployment card",https://github.com/marketplace/actions/microsoft-teams-deploy-card,42,notify team channel beautiful comprehensive deployment card
Setup Julia environment,Setup a Julia environment and add it to the PATH,https://github.com/marketplace/actions/setup-julia-environment,42,setup julia environment add path
Julia TagBot,Creates GitHub releases for your registered Julia packages,https://github.com/marketplace/actions/julia-tagbot,42,creates github release registered julia package
Github Action with TeXLive,Run arbitrary commands in a TeXLive environment,https://github.com/marketplace/actions/github-action-with-texlive,42,run arbitrary command texlive environment
My Awesome list,Generate awesome list from user starred repositories,https://github.com/marketplace/actions/my-awesome-list,42,generate awesome list user starred repository
Build and Tag,Properly tags your GitHub Action,https://github.com/marketplace/actions/build-and-tag,42,properly tag github action
Push to Status Check-Protected Branches,Push local workflow commit(s) to protected branches with required status checks,https://github.com/marketplace/actions/push-to-status-check-protected-branches,42,push local workflow commits protected branch required status check
cargo-bloat,Track rust bloat across builds,https://github.com/marketplace/actions/cargo-bloat,42,track rust bloat across build
GitHub Commit & Push,Push changes made by actions right back into the current repository,https://github.com/marketplace/actions/github-commit-push,42,push change made action right back current repository
Commit Comment,Create a comment for a commit on GitHub,https://github.com/marketplace/actions/commit-comment,42,create comment commit github
setup-docker,Set up your GitHub Actions workflow with a specific version of Docker,https://github.com/marketplace/actions/setup-docker,42,set github action workflow specific version docker
OpenVPN-Connect,connect to OpenVPN server,https://github.com/marketplace/actions/openvpn-connect,42,connect openvpn server
ruff-action,"A GitHub Action to run Ruff, an extremely fast Python linter and code formatter",https://github.com/marketplace/actions/ruff-action,42,github action run ruff extremely fast python linter code formatter
PR label by Files,Label a Pull Request based on pushed files,https://github.com/marketplace/actions/pr-label-by-files,42,label pull request based pushed file
Run Jest,Run Jest on JavaScript files,https://github.com/marketplace/actions/run-jest,42,run jest javascript file
Check storage layout,Easily compare storage layout reports generated by foundry,https://github.com/marketplace/actions/check-storage-layout,42,easily compare storage layout report generated foundry
Go Release Binary,Automate publishing Go build artifacts for GitHub releases,https://github.com/marketplace/actions/go-release-binary,42,automate publishing go build artifact github release
kubectl-aws-eks,This action provides kubectl for Github Actions,https://github.com/marketplace/actions/kubectl-aws-eks,42,action provides kubectl github action
Terraform Plan Comment,Post the output of terraform plan to a pull request comment,https://github.com/marketplace/actions/terraform-plan-comment,42,post output terraform plan pull request comment
Cimon by Cycode,Runtime Security Solution for your CI/CD Pipeline,https://github.com/marketplace/actions/cimon-by-cycode,42,runtime security solution cicd pipeline
jenny-blog,blog with jenny,https://github.com/marketplace/actions/jenny-blog,43,blog jenny
FrogoAdmob,Admob Helper for your android apps,https://github.com/marketplace/actions/frogoadmob,43,admob helper android apps
Run CustoPiZer,Runs the CustoPiZer tool,https://github.com/marketplace/actions/run-custopizer,43,run custopizer tool
Spectral Linting,Lint your files with Spectral,https://github.com/marketplace/actions/spectral-linting,43,lint file spectral
supabase-embeddings-generator,Generate embeddings from your Knowledge Base to use with Supabase Vector,https://github.com/marketplace/actions/supabase-embeddings-generator,43,generate embeddings knowledge base use supabase vector
Read file,Read file contents,https://github.com/marketplace/actions/read-file,43,read file content
Run misspell with reviewdog,🐶 Run misspell with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-misspell-with-reviewdog,43,run misspell reviewdog pull request improve code review experience
Puppeteer Container,"A GitHub Action / Docker image for Puppeteer, the Headless Chrome Node API",https://github.com/marketplace/actions/puppeteer-container,43,github action docker image puppeteer headless chrome node api
Python wheels manylinux build,Build manylinux wheels for a (Cython) Python package,https://github.com/marketplace/actions/python-wheels-manylinux-build,43,build manylinux wheel cython python package
prow-github-actions,Prow inspired github CI/CD actions,https://github.com/marketplace/actions/prow-github-actions,43,prow inspired github cicd action
OpenTofu - Setup Tofu,Sets up OpenTofu CLI in your GitHub Actions workflow,https://github.com/marketplace/actions/opentofu-setup-tofu,43,set opentofu cli github action workflow
GitHub Actions Version Updater,GitHub Actions Version Updater updates GitHub Action versions in a repository and creates a pull request with the changes,https://github.com/marketplace/actions/github-actions-version-updater,43,github action version updater update github action version repository creates pull request change
BuildPipeScript,Builds code using PipeScript,https://github.com/marketplace/actions/buildpipescript,43,build code using pipescript
Assign size label,Assign labels based on pull request change sizes,https://github.com/marketplace/actions/assign-size-label,43,assign label based pull request change size
release extension,Generate a release for a precompiled gh extension,https://github.com/marketplace/actions/release-extension,43,generate release precompiled gh extension
Laravel Pint,Laravel Pint is an opinionated PHP code style fixer for minimalists,https://github.com/marketplace/actions/laravel-pint,43,laravel pint opinionated php code style fixer minimalist
Bring Your Own Badge,BYOB - Custom badges based off of GitHub Actions,https://github.com/marketplace/actions/bring-your-own-badge,43,byob custom badge based github action
Create Branch,Creates a branch,https://github.com/marketplace/actions/create-branch,43,creates branch
Pull Request Comment Branch,Gets the head ref and sha of a pull request comment,https://github.com/marketplace/actions/pull-request-comment-branch,43,get head ref sha pull request comment
Build Jekyll for GitHub Pages,A simple GitHub Action for producing Jekyll build artifacts compatible with GitHub Pages,https://github.com/marketplace/actions/build-jekyll-for-github-pages,43,simple github action producing jekyll build artifact compatible github page
Deploy Ansible Galaxy Collection,Builds and deploys a Collection to Ansible Galaxy,https://github.com/marketplace/actions/deploy-ansible-galaxy-collection,44,build deploys collection ansible galaxy
Gigalixir Action,Deploy to Gigalixir,https://github.com/marketplace/actions/gigalixir-action,44,deploy gigalixir
SkyWalking Event Reporter,Report GitHub workflow events to Apache SkyWalking,https://github.com/marketplace/actions/skywalking-event-reporter,44,report github workflow event apache skywalking
Python Code Quality and Lint,"Supports Pylint, pycodestyle, Flake8, black, mypy and isort",https://github.com/marketplace/actions/python-code-quality-and-lint,44,support pylint pycodestyle flake black mypy isort
Setup Poetry,Set up your GitHub Actions workflow with a specific version of Poetry,https://github.com/marketplace/actions/setup-poetry,44,set github action workflow specific version poetry
clang-tidy review,Create a pull request review based on warnings from clang-tidy,https://github.com/marketplace/actions/clang-tidy-review,44,create pull request review based warning clangtidy
pkg-size-action,Report npm package size on pull-requests,https://github.com/marketplace/actions/pkg-size-action,44,report npm package size pullrequests
Yarn install cache,1-liner yarn install cache for GitHub Actions,https://github.com/marketplace/actions/yarn-install-cache,44,liner yarn install cache github action
bumpr - Bump version when merging Pull Request with specific labels,"Bump version when merging Pull Request with specific labels (bump:major,bump:minor,bump:patch)",https://github.com/marketplace/actions/bumpr-bump-version-when-merging-pull-request-with-specific-labels,44,bump version merging pull request specific label bumpmajorbumpminorbumppatch
GitHub Action for vsce,Wraps the vsce CLI to be used in GitHub Actions,https://github.com/marketplace/actions/github-action-for-vsce,44,wrap vsce cli used github action
Workflow run cleanup action,Cancel previous runs of a workflow,https://github.com/marketplace/actions/workflow-run-cleanup-action,44,cancel previous run workflow
Feed to Bluesky,Push ATOM/RSS feed updates to Bluesky via GitHub Actions,https://github.com/marketplace/actions/feed-to-bluesky,44,push atomrss feed update bluesky via github action
Kubernetes Set Context,Set the context of a target Kubernetes cluster and export the kubeconfig which is used by subsequent actions,https://github.com/marketplace/actions/kubernetes-set-context,44,set context target kubernetes cluster export kubeconfig used subsequent action
setup-git-credentials,Allow cloning private repositories,https://github.com/marketplace/actions/setup-git-credentials,44,allow cloning private repository
rust-tarpaulin,Gather Rust code coverage information with Tarpaulin,https://github.com/marketplace/actions/rust-tarpaulin,44,gather rust code coverage information tarpaulin
Surefire Report,"Report Surefire test results as annotations on Github Pull Request [junit, failsafe]",https://github.com/marketplace/actions/surefire-report,44,report surefire test result annotation github pull request junit failsafe
Staticcheck,Run Staticcheck on your Go code,https://github.com/marketplace/actions/staticcheck,44,run staticcheck go code
Trigger Jenkins Job,Triggering Jenkins Job through the API,https://github.com/marketplace/actions/trigger-jenkins-job,44,triggering jenkins job api
Trigger Jenkins Multiple Jobs,Triggering Jenkins Job through the API,https://github.com/marketplace/actions/trigger-jenkins-multiple-jobs,44,triggering jenkins job api
Deploy Docker to AWS (EC2),Deploy a Docker app to an AWS Virtual Machine (EC2) with Docker Compose,https://github.com/marketplace/actions/deploy-docker-to-aws-ec2,44,deploy docker app aws virtual machine ec docker compose
Python Coverage Comment,"Publish diff coverage report as PR comment, and create a coverage badge to display on the readme.",https://github.com/marketplace/actions/python-coverage-comment,45,publish diff coverage report pr comment create coverage badge display readme
ZEIT Now Deployment,This action make a deployment with github actions instead of ZEIT Now builder,https://github.com/marketplace/actions/zeit-now-deployment,45,action make deployment github action instead zeit builder
Django Security Check,Helps find and remediate common security vulnerabilities in your Django application,https://github.com/marketplace/actions/django-security-check,45,help find remediate common security vulnerability django application
Notion x GitHub Action,Sync GitHub issues to a Notion database,https://github.com/marketplace/actions/notion-x-github-action,45,sync github issue notion database
Orbit Deploy,Deploy an Orbit application,https://github.com/marketplace/actions/orbit-deploy,45,deploy orbit application
Setup Perl environment,Setup a Perl environment and add it to the PATH,https://github.com/marketplace/actions/setup-perl-environment,45,setup perl environment add path
Setup ROS environment,Install system dependencies required to build ROS and ROS 2 packages,https://github.com/marketplace/actions/setup-ros-environment,45,install system dependency required build ro ro package
Setup Git user,Sets the Git user and email to enable committing,https://github.com/marketplace/actions/setup-git-user,45,set git user email enable committing
Create Blog from Markdown Files,This action allows you to create a blog from your markdown files and deploy to GitHub pages,https://github.com/marketplace/actions/create-blog-from-markdown-files,45,action allows create blog markdown file deploy github page
Get tag name,Gets current tag name and puts it into an environment variable GIT_TAG_NAME,https://github.com/marketplace/actions/get-tag-name,45,get current tag name put environment variable gittagname
tfmermaid,Convert an output of Terraform graph to Mermaid s syntax,https://github.com/marketplace/actions/tfmermaid,45,convert output terraform graph mermaid syntax
Semver Release,Automatically create Semver compliant tags or releases based on PR labels,https://github.com/marketplace/actions/semver-release,45,automatically create semver compliant tag release based pr label
Dokku Deploy action,Deploy to a dokku instance using Github actions,https://github.com/marketplace/actions/dokku-deploy-action,45,deploy dokku instance using github action
Sync Tailscale ACLs,Push changes to Tailscale and run ACL tests in CI,https://github.com/marketplace/actions/sync-tailscale-acls,45,push change tailscale run acl test ci
Run ESLint,Run ESLint on JavaScript files,https://github.com/marketplace/actions/run-eslint,45,run eslint javascript file
Get Changed Files,Saves lists of changed files as JSON for use by other actions,https://github.com/marketplace/actions/get-changed-files,45,save list changed file json use action
Easy Zip Files,Action for zipping files and folders easily,https://github.com/marketplace/actions/easy-zip-files,45,action zipping file folder easily
Setup PDM,Set up a specific version of PDM and uses a given Python version to work on,https://github.com/marketplace/actions/setup-pdm,45,set specific version pdm us given python version work
GitHub Issue Parser,Use this action to convert issues into a unified JSON structure,https://github.com/marketplace/actions/github-issue-parser,45,use action convert issue unified json structure
project beta automations,GitHub ProjectV2/Project-Beta automation. It supports management of status and custom fields,https://github.com/marketplace/actions/project-beta-automations,45,github projectvprojectbeta automation support management status custom field
SSH to GitHub Actions,Connect to GitHub Actions VM via SSH for interactive debugging,https://github.com/marketplace/actions/ssh-to-github-actions,46,connect github action vm via ssh interactive debugging
Unity meta files check,Check missing/dangling meta files,https://github.com/marketplace/actions/unity-meta-files-check,46,check missingdangling meta file
Interact with Google Drive,Upload/Download files to/from Google Drive,https://github.com/marketplace/actions/interact-with-google-drive,46,uploaddownload file tofrom google drive
user-statistician,Generate a GitHub stats SVG for your GitHub Profile README in GitHub Actions,https://github.com/marketplace/actions/user-statistician,46,generate github stats svg github profile readme github action
Compile LateX,Compile Latex files easily,https://github.com/marketplace/actions/compile-latex,46,compile latex file easily
Github action build chain. Cross-repo builds,Github action build chain is a tool to build multiple projects from different repositories in a single action.,https://github.com/marketplace/actions/github-action-build-chain-cross-repo-builds,46,github action build chain tool build multiple project different repository single action
Install Lua/LuaJIT,"Download, build, and install Lua or LuaJIT for use with scripts, tests and more",https://github.com/marketplace/actions/install-lua-luajit,46,download build install lua luajit use script test
cspell-action,Spell Checker for Code,https://github.com/marketplace/actions/cspell-action,46,spell checker code
ESLint changed files,Run ESLint on all changed files,https://github.com/marketplace/actions/eslint-changed-files,46,run eslint changed file
Setup K3d/K3s,Setup a lightweight Kubernetes cluster with K3d/K3s,https://github.com/marketplace/actions/setup-k3d-k3s,46,setup lightweight kubernetes cluster kdks
aliyun-oss-website-action,Deploy your static website on aliyun OSS,https://github.com/marketplace/actions/aliyun-oss-website-action,46,deploy static website aliyun os
CodeGuru Reviewer,AWS CodeGuru Reviewer Action,https://github.com/marketplace/actions/codeguru-reviewer,46,aws codeguru reviewer action
Conventional PR Title,Ensure your PR title matches the Conventional Commits spec (https://www.conventionalcommits.org/),https://github.com/marketplace/actions/conventional-pr-title,46,ensure pr title match conventional commits spec httpswwwconventionalcommitsorg
Delete Older Releases,delete older releases of any repo,https://github.com/marketplace/actions/delete-older-releases,46,delete older release repo
Douban mark sync,Douban movie/book/music marked data sync to csv or notion action,https://github.com/marketplace/actions/douban-mark-sync,46,douban moviebookmusic marked data sync csv notion action
Conditional value for GitHub Action,Conditional value for GitHub Action - missing expression for GitHub Actions,https://github.com/marketplace/actions/conditional-value-for-github-action,46,conditional value github action missing expression github action
Deploy Azure Resource Manager (ARM) Template,Use this GitHub Action task to deploy Azure Resource Manager (ARM) template,https://github.com/marketplace/actions/deploy-azure-resource-manager-arm-template,46,use github action task deploy azure resource manager arm template
Increment Semantic Version,Bump a given semantic version by a release type ( major | minor | patch ) and add a possible postfix ( alpha | beta | rc ),https://github.com/marketplace/actions/increment-semantic-version,46,bump given semantic version release type major minor patch add possible postfix alpha beta rc
notion-md-gen,Convert notion content to markdown for any static blog,https://github.com/marketplace/actions/notion-md-gen,46,convert notion content markdown static blog
Due Dates,Manage due dates on issues,https://github.com/marketplace/actions/due-dates,46,manage due date issue
WakaTime Stat Update Action,Generate a WakaTime activity bar graph to be used in the README.md or embedded in web-page,https://github.com/marketplace/actions/wakatime-stat-update-action,47,generate wakatime activity bar graph used readmemd embedded webpage
Argo CD Action,GitHub action for installing/executing Argo CD cli,https://github.com/marketplace/actions/argo-cd-action,47,github action installingexecuting argo cd cli
Jest Coverage Comment,"Comments a pull request or commit with the Jest code coverage badge, full report and tests summary",https://github.com/marketplace/actions/jest-coverage-comment,47,comment pull request commit jest code coverage badge full report test summary
Send Tweet Action,Post a tweet to Twitter during a GitHub Actions workflow,https://github.com/marketplace/actions/send-tweet-action,47,post tweet twitter github action workflow
Label Commenter,"Label triggered GitHub Actions for posting a template message, automatically close or reopen issues or pull requests",https://github.com/marketplace/actions/label-commenter,47,label triggered github action posting template message automatically close reopen issue pull request
Autopopulate your contribution graph,This action will automatically push empty commits to one of your GitHub repos,https://github.com/marketplace/actions/autopopulate-your-contribution-graph,47,action automatically push empty commits one github repos
Deployment Status,Creates a GitHub Deployment status update,https://github.com/marketplace/actions/deployment-status,47,creates github deployment status update
Run pyright,Run pyright,https://github.com/marketplace/actions/run-pyright,47,run pyright
swift-package-dependencies-check,Catch up with outdated versions based on your package dependency requirements,https://github.com/marketplace/actions/swift-package-dependencies-check,47,catch outdated version based package dependency requirement
Run ktlint with reviewdog,🐶 Run ktlint with reviewdog on pull requests to enforce best practices,https://github.com/marketplace/actions/run-ktlint-with-reviewdog,47,run ktlint reviewdog pull request enforce best practice
autopep8,Automatically formats Python code to conform to the PEP 8 style guide,https://github.com/marketplace/actions/autopep8,47,automatically format python code conform pep style guide
Sphinx to GitHub Pages,GitHub Action to deploy Sphinx documentation to GitHub Pages,https://github.com/marketplace/actions/sphinx-to-github-pages,47,github action deploy sphinx documentation github page
jacoco-reporter,Publishes JaCoCo format Coverage Report in GitHub Actions as Checksuite and enforces Code Coverage Quality Gate.,https://github.com/marketplace/actions/jacoco-reporter,47,publishes jacoco format coverage report github action checksuite enforces code coverage quality gate
Auto-Update CONTRIBUTORS,Updates contributors file,https://github.com/marketplace/actions/auto-update-contributors,47,update contributor file
UseUGit,Updated Git,https://github.com/marketplace/actions/useugit,47,updated git
Setup Fortran,Setup Fortran compiler and toolchain,https://github.com/marketplace/actions/setup-fortran,47,setup fortran compiler toolchain
generate-changelog-action,GitHub Action for lob/generate-changelog,https://github.com/marketplace/actions/generate-changelog-action,47,github action lobgeneratechangelog
Auto-generate CHANGELOG,Generate CHANGELOG according to conventional commits automatically when released,https://github.com/marketplace/actions/auto-generate-changelog,47,generate changelog according conventional commits automatically released
Access Tokens for GitHub Actions,GitHub Action to request temporary access tokens,https://github.com/marketplace/actions/access-tokens-for-github-actions,47,github action request temporary access token
Android Kernel Build Action,A action to built android kernel,https://github.com/marketplace/actions/android-kernel-build-action,47,action built android kernel
Get Version,Extracts the version from github.ref,https://github.com/marketplace/actions/get-version,48,extract version githubref
Discord Webhook Action,Send custom messages or upload files to discord webhooks with simple action inputs,https://github.com/marketplace/actions/discord-webhook-action,48,send custom message upload file discord webhooks simple action input
Label manager for PRs and Issues based on configurable conditions,"All-in-one action to manage labels in PRs and Issues based on many, extensible conditional rules",https://github.com/marketplace/actions/label-manager-for-prs-and-issues-based-on-configurable-conditions,48,allinone action manage label pr issue based many extensible conditional rule
Publish to GitHub Wiki,Pushes files to a GitHub project s wiki,https://github.com/marketplace/actions/publish-to-github-wiki,48,push file github project wiki
werf,"Use werf CI/CD tool and GitHub Actions to build Docker images, push them to the registry, deploy to Kubernetes, and more",https://github.com/marketplace/actions/werf,48,use werf cicd tool github action build docker image push registry deploy kubernetes
Gee env,Gee is tool of stdin to each files and stdout. It is similar to the tee command,https://github.com/marketplace/actions/gee-env,48,gee tool stdin file stdout similar tee command
Install Octopus CLI,GitHub Action to install the Octopus CLI,https://github.com/marketplace/actions/install-octopus-cli,48,github action install octopus cli
Cloud Janitor,"Automating cleanup, maintenance and troubleshooting tasks in Cloud Computing",https://github.com/marketplace/actions/cloud-janitor,48,automating cleanup maintenance troubleshooting task cloud computing
Pull request linter action,Lint your pull request name based on commitlint configuration,https://github.com/marketplace/actions/pull-request-linter-action,48,lint pull request name based commitlint configuration
Bullfrog Secure Runner,Controls outbound traffic (egress) to secure GitHub Actions workflows,https://github.com/marketplace/actions/bullfrog-secure-runner,48,control outbound traffic egress secure github action workflow
Bump and changelog using commitizen,Create a commit bumping the version of your project and creating a changelog file,https://github.com/marketplace/actions/bump-and-changelog-using-commitizen,48,create commit bumping version project creating changelog file
Badge Action,Create a SVG badge using GitHub Actions and GitHub Workflow CPU time (no 3rd parties servers),https://github.com/marketplace/actions/badge-action,48,create svg badge using github action github workflow cpu time rd party server
DNSControl Action,Deploy your DNS configuration to multiple providers,https://github.com/marketplace/actions/dnscontrol-action,48,deploy dns configuration multiple provider
mise action,Actions for working with mise runtime manager,https://github.com/marketplace/actions/mise-action,48,action working mise runtime manager
Setup Kubernetes Tools,"Setup Kubernetes tools: kubectl, kustomize, helm, kubeconform, conftest, yq, rancher, tilt, skaffold, kube-score",https://github.com/marketplace/actions/setup-kubernetes-tools,48,setup kubernetes tool kubectl kustomize helm kubeconform conftest yq rancher tilt skaffold kubescore
Caching for Turborepo,Sets up Turborepo Remote Caching to work with GitHub Actions built-in cache. No Vercel account access tokens needed,https://github.com/marketplace/actions/caching-for-turborepo,48,set turborepo remote caching work github action builtin cache vercel account access token needed
DX Scanner Action,Measure Developer Experience directly based on your source code,https://github.com/marketplace/actions/dx-scanner-action,48,measure developer experience directly based source code
LGTM Reaction,Send LGTM reaction as image or GIF,https://github.com/marketplace/actions/lgtm-reaction,48,send lgtm reaction image gif
